endpoint_id;mode_start;mode_duration;label
499;2020-08-07 16:28:00+03;6;Холостой ход
499;2020-08-07 16:34:00+03;10;Отключено
499;2020-08-07 16:44:00+03;3;Холостой ход
499;2020-08-07 16:47:00+03;178;Работает
499;2020-08-07 20:11:00+03;123;Работает
499;2020-08-07 22:14:00+03;5;Холостой ход
499;2020-08-07 22:19:00+03;30;Работает
499;2020-08-07 22:49:00+03;6;Холостой ход
499;2020-08-07 22:55:00+03;35;Работает
499;2020-08-07 23:30:00+03;29;Холостой ход
499;2020-08-08 00:07:00+03;10;Холостой ход
499;2020-08-08 00:17:00+03;5;Работает
499;2020-08-08 00:22:00+03;12;Холостой ход
499;2020-08-08 00:34:00+03;190;Работает
499;2020-08-08 03:44:00+03;45;Холостой ход
499;2020-08-08 04:29:00+03;146;Работает
499;2020-08-08 08:53:00+03;270;Отключено
499;2020-08-08 13:23:00+03;23;Холостой ход
499;2020-08-08 13:46:00+03;49;Отключено
499;2020-08-08 14:35:00+03;2;Холостой ход
499;2020-08-08 14:37:00+03;5;Отключено
499;2020-08-08 14:42:00+03;1;Холостой ход
499;2020-08-08 14:43:00+03;140;Отключено
499;2020-08-08 17:03:00+03;38;Холостой ход
499;2020-08-08 17:41:00+03;47;Отключено
499;2020-08-08 18:28:00+03;2;Холостой ход
499;2020-08-08 18:30:00+03;15;Отключено
499;2020-08-08 18:45:00+03;6;Холостой ход
499;2020-08-08 18:51:00+03;9;Отключено
499;2020-08-08 19:00:00+03;5;Холостой ход
499;2020-08-08 19:05:00+03;12;Отключено
499;2020-08-08 19:17:00+03;8;Холостой ход
499;2020-08-08 19:25:00+03;5;Отключено
499;2020-08-08 19:30:00+03;6;Холостой ход
499;2020-08-08 19:46:00+03;2;Холостой ход
499;2020-08-08 19:48:00+03;11;Отключено
499;2020-08-08 20:04:00+03;20;Отключено
499;2020-08-08 20:24:00+03;1;Холостой ход
499;2020-08-08 20:25:00+03;11;Отключено
499;2020-08-08 20:36:00+03;86;Холостой ход
499;2020-08-08 22:02:00+03;11;Отключено
499;2020-08-08 22:13:00+03;4;Холостой ход
499;2020-08-08 22:17:00+03;31;Отключено
499;2020-08-08 22:48:00+03;15;Холостой ход
499;2020-08-08 23:03:00+03;6;Отключено
499;2020-08-08 23:09:00+03;38;Холостой ход
499;2020-08-09 00:05:00+03;7;Холостой ход
499;2020-08-09 11:41:00+03;9;Холостой ход
499;2020-08-09 11:50:00+03;49;Отключено
499;2020-08-09 12:39:00+03;1;Холостой ход
499;2020-08-09 12:40:00+03;34;Отключено
499;2020-08-09 13:14:00+03;7;Холостой ход
499;2020-08-09 13:21:00+03;7;Отключено
499;2020-08-09 13:28:00+03;3;Холостой ход
499;2020-08-09 13:31:00+03;43;Отключено
499;2020-08-09 14:14:00+03;4;Холостой ход
499;2020-08-09 14:18:00+03;6;Отключено
499;2020-08-09 14:24:00+03;15;Холостой ход
499;2020-08-09 14:39:00+03;23;Отключено
499;2020-08-09 15:02:00+03;20;Холостой ход
499;2020-08-09 15:22:00+03;6;Отключено
499;2020-08-09 15:28:00+03;1;Холостой ход
499;2020-08-09 15:29:00+03;81;Отключено
499;2020-08-09 16:50:00+03;30;Холостой ход
499;2020-08-09 17:20:00+03;29;Отключено
499;2020-08-09 17:49:00+03;55;Холостой ход
499;2020-08-09 18:44:00+03;11;Отключено
499;2020-08-09 18:55:00+03;25;Холостой ход
499;2020-08-09 19:20:00+03;20;Отключено
499;2020-08-09 19:40:00+03;8;Холостой ход
499;2020-08-09 20:04:00+03;5;Холостой ход
499;2020-08-09 20:09:00+03;60;Отключено
499;2020-08-09 21:09:00+03;1;Холостой ход
499;2020-08-09 21:10:00+03;9;Отключено
499;2020-08-09 21:19:00+03;5;Холостой ход
499;2020-08-09 21:24:00+03;17;Отключено
499;2020-08-09 21:41:00+03;5;Холостой ход
499;2020-08-09 21:46:00+03;6;Отключено
499;2020-08-09 21:52:00+03;58;Холостой ход
499;2020-08-10 00:19:00+03;49;Холостой ход
499;2020-08-10 01:08:00+03;57;Отключено
499;2020-08-10 02:05:00+03;11;Холостой ход
499;2020-08-10 02:16:00+03;88;Отключено
499;2020-08-10 03:44:00+03;79;Холостой ход
499;2020-08-10 05:03:00+03;17;Отключено
499;2020-08-10 05:20:00+03;60;Холостой ход
499;2020-08-10 06:20:00+03;73;Отключено
499;2020-08-10 07:33:00+03;5;Холостой ход
499;2020-08-10 07:38:00+03;6;Отключено
499;2020-08-10 08:13:00+03;12;Отключено
499;2020-08-10 08:25:00+03;11;Холостой ход
499;2020-08-10 08:36:00+03;19;Отключено
499;2020-08-10 08:55:00+03;42;Холостой ход
499;2020-08-10 09:37:00+03;1;Работает
499;2020-08-10 09:38:00+03;6;Холостой ход
499;2020-08-10 09:44:00+03;20;Работает
499;2020-08-10 10:04:00+03;40;Холостой ход
499;2020-08-10 10:44:00+03;47;Работает
499;2020-08-10 11:31:00+03;21;Отключено
499;2020-08-10 11:52:00+03;2;Холостой ход
499;2020-08-10 11:54:00+03;17;Работает
499;2020-08-10 12:11:00+03;8;Холостой ход
499;2020-08-10 12:19:00+03;27;Работает
499;2020-08-10 12:46:00+03;6;Холостой ход
499;2020-08-10 12:52:00+03;3;Работает
499;2020-08-10 12:55:00+03;7;Холостой ход
499;2020-08-10 13:02:00+03;58;Работает
499;2020-08-10 14:00:00+03;9;Холостой ход
499;2020-08-10 14:09:00+03;4;Работает
499;2020-08-10 14:13:00+03;8;Холостой ход
499;2020-08-10 14:21:00+03;43;Работает
499;2020-08-10 15:04:00+03;5;Холостой ход
499;2020-08-10 15:09:00+03;50;Работает
499;2020-08-10 15:59:00+03;34;Холостой ход
499;2020-08-10 16:33:00+03;184;Работает
499;2020-08-10 20:03:00+03;191;Работает
499;2020-08-10 23:14:00+03;31;Отключено
499;2020-08-10 23:45:00+03;1;Холостой ход
499;2020-08-11 01:03:00+03;9;Холостой ход
499;2020-08-11 01:12:00+03;102;Работает
499;2020-08-11 02:54:00+03;12;Холостой ход
499;2020-08-11 03:06:00+03;52;Работает
499;2020-08-11 03:58:00+03;27;Отключено
499;2020-08-11 04:25:00+03;6;Холостой ход
499;2020-08-11 04:31:00+03;90;Работает
499;2020-08-11 06:01:00+03;40;Холостой ход
499;2020-08-11 06:41:00+03;58;Работает
499;2020-08-11 08:04:00+03;65;Работает
499;2020-08-11 09:09:00+03;46;Холостой ход
499;2020-08-11 09:55:00+03;68;Работает
499;2020-08-11 11:03:00+03;26;Холостой ход
499;2020-08-11 11:29:00+03;31;Работает
499;2020-08-11 12:00:00+03;29;Холостой ход
499;2020-08-11 12:29:00+03;16;Работает
499;2020-08-11 12:45:00+03;40;Холостой ход
499;2020-08-11 13:25:00+03;55;Работает
499;2020-08-11 14:20:00+03;8;Холостой ход
499;2020-08-11 14:28:00+03;92;Работает
499;2020-08-11 16:00:00+03;28;Холостой ход
499;2020-08-11 16:28:00+03;80;Работает
499;2020-08-11 17:48:00+03;20;Холостой ход
499;2020-08-11 18:08:00+03;20;Работает
499;2020-08-11 18:28:00+03;5;Холостой ход
499;2020-08-11 18:33:00+03;69;Работает
499;2020-08-11 20:05:00+03;204;Работает
499;2020-08-11 23:29:00+03;21;Отключено
499;2020-08-11 23:50:00+03;4;Холостой ход
499;2020-08-12 02:28:00+03;16;Холостой ход
499;2020-08-12 02:44:00+03;76;Работает
499;2020-08-12 04:00:00+03;27;Холостой ход
499;2020-08-12 04:27:00+03;30;Работает
499;2020-08-12 04:57:00+03;17;Холостой ход
499;2020-08-12 05:14:00+03;33;Работает
499;2020-08-12 05:47:00+03;14;Холостой ход
499;2020-08-12 06:01:00+03;27;Работает
499;2020-08-12 06:28:00+03;45;Холостой ход
499;2020-08-12 07:13:00+03;24;Работает
499;2020-08-12 08:05:00+03;10;Работает
499;2020-08-12 08:15:00+03;8;Холостой ход
499;2020-08-12 08:23:00+03;17;Работает
499;2020-08-12 08:40:00+03;10;Холостой ход
499;2020-08-12 08:50:00+03;104;Работает
499;2020-08-12 10:34:00+03;8;Холостой ход
499;2020-08-12 10:42:00+03;48;Работает
499;2020-08-12 11:30:00+03;30;Холостой ход
499;2020-08-12 12:00:00+03;56;Работает
499;2020-08-12 12:56:00+03;16;Холостой ход
499;2020-08-12 13:12:00+03;168;Работает
499;2020-08-12 16:00:00+03;30;Холостой ход
499;2020-08-12 16:30:00+03;37;Работает
499;2020-08-12 17:07:00+03;5;Холостой ход
499;2020-08-12 17:12:00+03;143;Работает
499;2020-08-12 20:05:00+03;206;Работает
499;2020-08-12 23:31:00+03;28;Холостой ход
499;2020-08-13 03:00:00+03;7;Нет данных
499;2020-08-13 03:07:00+03;55;Работает
499;2020-08-13 04:02:00+03;28;Холостой ход
499;2020-08-13 04:30:00+03;190;Работает
499;2020-08-13 08:10:00+03;3;Работает
499;2020-08-13 08:13:00+03;10;Холостой ход
499;2020-08-13 08:23:00+03;59;Работает
499;2020-08-13 09:22:00+03;5;Холостой ход
499;2020-08-13 09:27:00+03;92;Работает
499;2020-08-13 10:59:00+03;29;Отключено
499;2020-08-13 11:28:00+03;1;Холостой ход
499;2020-08-13 11:29:00+03;10;Работает
499;2020-08-13 11:39:00+03;50;Холостой ход
499;2020-08-13 12:29:00+03;1;Работает
499;2020-08-13 12:30:00+03;1;Холостой ход
499;2020-08-13 12:31:00+03;49;Работает
499;2020-08-13 13:20:00+03;10;Холостой ход
499;2020-08-13 13:30:00+03;33;Работает
499;2020-08-13 14:03:00+03;5;Холостой ход
499;2020-08-13 14:08:00+03;105;Работает
499;2020-08-13 15:53:00+03;16;Холостой ход
499;2020-08-13 16:09:00+03;19;Отключено
499;2020-08-13 16:28:00+03;1;Холостой ход
499;2020-08-13 16:29:00+03;191;Работает
499;2020-08-13 20:08:00+03;161;Работает
499;2020-08-13 22:49:00+03;11;Холостой ход
499;2020-08-13 23:00:00+03;30;Работает
499;2020-08-13 23:30:00+03;30;Холостой ход
499;2020-08-14 00:00:00+03;4;Работает
499;2020-08-14 00:04:00+03;38;Холостой ход
499;2020-08-14 00:42:00+03;115;Работает
499;2020-08-14 02:37:00+03;11;Холостой ход
499;2020-08-14 02:48:00+03;71;Работает
499;2020-08-14 03:59:00+03;31;Холостой ход
499;2020-08-14 04:30:00+03;42;Работает
499;2020-08-14 05:12:00+03;9;Холостой ход
499;2020-08-14 05:21:00+03;41;Работает
499;2020-08-14 06:02:00+03;7;Холостой ход
499;2020-08-14 06:09:00+03;42;Работает
499;2020-08-14 06:51:00+03;15;Холостой ход
499;2020-08-14 07:06:00+03;30;Работает
499;2020-08-14 08:04:00+03;24;Работает
499;2020-08-14 08:28:00+03;7;Холостой ход
499;2020-08-14 08:35:00+03;118;Работает
499;2020-08-14 10:33:00+03;5;Холостой ход
499;2020-08-14 10:38:00+03;50;Работает
499;2020-08-14 11:28:00+03;15;Отключено
499;2020-08-14 11:43:00+03;12;Холостой ход
499;2020-08-14 11:55:00+03;45;Работает
499;2020-08-14 12:40:00+03;24;Холостой ход
499;2020-08-14 13:04:00+03;118;Работает
499;2020-08-14 15:02:00+03;16;Холостой ход
499;2020-08-14 15:18:00+03;42;Работает
499;2020-08-14 16:00:00+03;26;Холостой ход
499;2020-08-14 16:26:00+03;139;Работает
499;2020-08-14 18:45:00+03;20;Холостой ход
499;2020-08-14 19:05:00+03;32;Работает
499;2020-08-14 20:02:00+03;192;Работает
499;2020-08-14 23:14:00+03;31;Отключено
499;2020-08-14 23:45:00+03;1;Холостой ход
499;2020-08-15 02:24:00+03;6;Холостой ход
499;2020-08-15 02:30:00+03;88;Работает
499;2020-08-15 03:58:00+03;30;Отключено
499;2020-08-15 04:28:00+03;111;Работает
499;2020-08-15 06:19:00+03;6;Холостой ход
499;2020-08-15 06:25:00+03;75;Работает
499;2020-08-15 08:02:00+03;108;Работает
499;2020-08-15 09:50:00+03;11;Холостой ход
499;2020-08-15 10:01:00+03;52;Работает
499;2020-08-15 10:53:00+03;2;Холостой ход
499;2020-08-15 10:55:00+03;16;Работает
499;2020-08-15 11:11:00+03;1;Холостой ход
499;2020-08-15 11:12:00+03;19;Работает
499;2020-08-15 11:31:00+03;26;Холостой ход
499;2020-08-15 11:57:00+03;243;Работает
499;2020-08-15 16:00:00+03;80;Холостой ход
499;2020-08-15 17:20:00+03;142;Работает
499;2020-08-15 20:05:00+03;204;Работает
499;2020-08-15 23:29:00+03;19;Отключено
499;2020-08-15 23:48:00+03;8;Холостой ход
499;2020-08-16 03:59:00+03;33;Холостой ход
499;2020-08-16 04:32:00+03;184;Работает
499;2020-08-16 08:04:00+03;206;Работает
499;2020-08-16 11:30:00+03;30;Холостой ход
499;2020-08-16 12:00:00+03;240;Работает
499;2020-08-16 16:00:00+03;30;Холостой ход
499;2020-08-16 16:30:00+03;8;Работает
499;2020-08-16 16:38:00+03;7;Холостой ход
499;2020-08-16 16:45:00+03;174;Работает
499;2020-08-16 20:02:00+03;210;Работает
499;2020-08-16 23:32:00+03;25;Холостой ход
499;2020-08-17 01:47:00+03;6;Холостой ход
499;2020-08-17 01:53:00+03;15;Работает
499;2020-08-17 02:08:00+03;28;Холостой ход
499;2020-08-17 02:36:00+03;85;Работает
499;2020-08-17 04:01:00+03;26;Холостой ход
499;2020-08-17 04:27:00+03;19;Работает
499;2020-08-17 04:46:00+03;6;Холостой ход
499;2020-08-17 04:52:00+03;4;Работает
499;2020-08-17 04:56:00+03;8;Холостой ход
499;2020-08-17 05:04:00+03;112;Отключено
499;2020-08-17 06:56:00+03;37;Холостой ход
499;2020-08-17 07:48:00+03;4;Холостой ход
499;2020-08-17 11:34:00+03;6;Холостой ход
499;2020-08-17 11:40:00+03;12;Работает
499;2020-08-17 11:52:00+03;8;Холостой ход
499;2020-08-17 12:00:00+03;237;Работает
499;2020-08-17 15:57:00+03;31;Отключено
499;2020-08-17 16:28:00+03;1;Холостой ход
499;2020-08-17 16:29:00+03;90;Работает
499;2020-08-17 17:59:00+03;8;Холостой ход
499;2020-08-17 18:07:00+03;94;Работает
499;2020-08-17 20:03:00+03;208;Работает
499;2020-08-17 23:31:00+03;29;Холостой ход
499;2020-08-18 00:00:00+03;241;Работает
499;2020-08-18 04:01:00+03;29;Холостой ход
499;2020-08-18 04:30:00+03;74;Работает
499;2020-08-18 05:44:00+03;6;Холостой ход
499;2020-08-18 05:50:00+03;107;Работает
499;2020-08-18 08:11:00+03;12;Работает
499;2020-08-18 08:23:00+03;397;Отключено
499;2020-08-18 15:00:00+03;4;Холостой ход
499;2020-08-18 15:04:00+03;131;Отключено
499;2020-08-18 17:15:00+03;7;Холостой ход
499;2020-08-18 17:22:00+03;25;Работает
499;2020-08-18 17:47:00+03;2;Холостой ход
499;2020-08-18 17:49:00+03;100;Работает
499;2020-08-18 20:04:00+03;190;Работает
499;2020-08-18 23:14:00+03;28;Отключено
499;2020-08-18 23:42:00+03;7;Холостой ход
499;2020-08-19 03:57:00+03;30;Отключено
499;2020-08-19 04:27:00+03;1;Холостой ход
499;2020-08-19 04:28:00+03;114;Работает
499;2020-08-19 06:22:00+03;7;Холостой ход
499;2020-08-19 06:29:00+03;71;Работает
499;2020-08-19 08:05:00+03;19;Работает
499;2020-08-19 08:24:00+03;7;Холостой ход
499;2020-08-19 08:31:00+03;21;Работает
499;2020-08-19 08:52:00+03;5;Холостой ход
499;2020-08-19 08:57:00+03;154;Работает
499;2020-08-19 11:31:00+03;30;Холостой ход
499;2020-08-19 12:01:00+03;1;Работает
499;2020-08-19 12:02:00+03;18;Холостой ход
499;2020-08-19 12:20:00+03;35;Отключено
499;2020-08-19 12:55:00+03;59;Холостой ход
499;2020-08-19 13:54:00+03;12;Отключено
499;2020-08-19 14:06:00+03;1;Холостой ход
499;2020-08-19 14:07:00+03;15;Отключено
499;2020-08-19 14:22:00+03;16;Холостой ход
499;2020-08-19 14:38:00+03;35;Отключено
499;2020-08-19 15:13:00+03;67;Холостой ход
499;2020-08-19 16:20:00+03;10;Отключено
499;2020-08-19 16:30:00+03;3;Холостой ход
499;2020-08-19 16:33:00+03;58;Работает
499;2020-08-19 17:31:00+03;9;Холостой ход
499;2020-08-19 17:40:00+03;100;Работает
499;2020-08-19 19:20:00+03;6;Холостой ход
499;2020-08-19 19:26:00+03;7;Работает
499;2020-08-19 20:06:00+03;43;Работает
499;2020-08-19 20:49:00+03;6;Холостой ход
499;2020-08-19 20:55:00+03;154;Работает
499;2020-08-19 23:29:00+03;24;Отключено
499;2020-08-19 23:53:00+03;5;Холостой ход
499;2020-08-20 04:01:00+03;24;Холостой ход
499;2020-08-20 04:25:00+03;175;Работает
499;2020-08-20 07:20:00+03;6;Холостой ход
499;2020-08-20 07:26:00+03;10;Работает
499;2020-08-20 08:05:00+03;22;Работает
499;2020-08-20 08:27:00+03;6;Холостой ход
499;2020-08-20 08:33:00+03;162;Работает
499;2020-08-20 11:15:00+03;44;Холостой ход
499;2020-08-22 04:00:00+03;30;Холостой ход
499;2020-08-22 04:30:00+03;85;Работает
499;2020-08-23 00:05:00+03;60;Работает
499;2020-08-31 23:54:00+03;2;Холостой ход
499;2020-08-22 05:55:00+03;10;Холостой ход
499;2020-08-23 01:05:00+03;7;Холостой ход
499;2020-08-20 11:59:00+03;241;Работает
499;2020-08-22 06:05:00+03;95;Работает
499;2020-08-20 16:00:00+03;66;Холостой ход
499;2020-08-20 17:06:00+03;70;Отключено
499;2020-08-23 12:18:00+03;111;Работает
499;2020-08-23 14:09:00+03;1;Холостой ход
499;2020-08-28 08:04:00+03;123;Работает
499;2020-08-28 10:07:00+03;10;Холостой ход
499;2020-08-28 10:17:00+03;74;Работает
499;2020-09-01 00:49:00+03;17;Холостой ход
499;2020-08-23 14:10:00+03;111;Работает
499;2020-08-23 16:25:00+03;24;Работает
499;2020-08-23 16:49:00+03;1;Холостой ход
499;2020-08-23 16:01:00+03;24;Холостой ход
499;2020-08-28 11:31:00+03;29;Холостой ход
499;2020-08-28 12:00:00+03;9;Работает
499;2020-08-23 16:50:00+03;169;Работает
499;2020-08-28 12:09:00+03;28;Нет данных
499;2020-08-28 12:37:00+03;75;Работает
499;2020-09-01 01:06:00+03;173;Работает
499;2020-08-23 20:06:00+03;203;Работает
499;2020-08-23 23:29:00+03;23;Холостой ход
499;2020-08-23 23:52:00+03;8;Работает
499;2020-08-24 00:00:00+03;5;Холостой ход
499;2020-08-24 00:05:00+03;17;Работает
499;2020-08-24 00:22:00+03;17;Холостой ход
499;2020-08-28 13:52:00+03;7;Холостой ход
499;2020-08-24 03:41:00+03;6;Холостой ход
499;2020-08-24 00:39:00+03;182;Работает
499;2020-08-24 03:47:00+03;13;Работает
499;2020-08-24 04:00:00+03;27;Холостой ход
499;2020-08-24 04:27:00+03;69;Работает
499;2020-08-24 05:36:00+03;15;Холостой ход
499;2020-08-28 13:59:00+03;121;Работает
499;2020-08-24 05:51:00+03;106;Работает
499;2020-08-24 08:06:00+03;43;Работает
499;2020-08-24 08:49:00+03;6;Холостой ход
499;2020-08-24 08:55:00+03;1;Работает
499;2020-08-28 16:00:00+03;29;Холостой ход
499;2020-08-24 08:56:00+03;11;Холостой ход
499;2020-08-28 16:29:00+03;186;Работает
499;2020-08-24 09:07:00+03;143;Работает
499;2020-08-24 11:30:00+03;30;Холостой ход
499;2020-08-24 12:00:00+03;6;Работает
499;2020-09-01 03:59:00+03;27;Холостой ход
499;2020-08-24 12:06:00+03;8;Холостой ход
499;2020-08-28 20:03:00+03;67;Работает
499;2020-08-28 21:10:00+03;14;Холостой ход
499;2020-09-01 04:26:00+03;190;Работает
499;2020-08-28 21:24:00+03;129;Работает
499;2020-08-28 23:33:00+03;24;Холостой ход
499;2020-08-24 12:14:00+03;226;Работает
499;2020-08-24 16:00:00+03;31;Холостой ход
499;2020-08-24 16:31:00+03;27;Работает
499;2020-08-24 16:58:00+03;19;Холостой ход
499;2020-08-24 17:17:00+03;100;Работает
499;2020-08-24 18:57:00+03;25;Холостой ход
499;2020-08-24 19:22:00+03;17;Работает
499;2020-08-29 04:03:00+03;23;Холостой ход
499;2020-08-24 20:02:00+03;13;Работает
499;2020-08-29 04:26:00+03;132;Работает
499;2020-08-29 06:38:00+03;5;Холостой ход
499;2020-08-29 06:43:00+03;63;Работает
499;2020-08-29 08:06:00+03;24;Работает
499;2020-08-29 08:30:00+03;5;Холостой ход
499;2020-08-29 08:35:00+03;159;Работает
499;2020-08-25 00:24:00+03;84;Работает
499;2020-08-25 01:48:00+03;8;Холостой ход
499;2020-08-29 11:14:00+03;30;Отключено
499;2020-08-25 01:56:00+03;127;Работает
499;2020-08-29 11:44:00+03;1;Холостой ход
499;2020-08-29 11:45:00+03;1;Работает
499;2020-08-29 11:46:00+03;6;Холостой ход
499;2020-08-25 04:03:00+03;23;Холостой ход
499;2020-08-29 11:52:00+03;245;Работает
499;2020-08-25 04:26:00+03;92;Работает
499;2020-08-25 05:58:00+03;5;Холостой ход
499;2020-08-25 06:03:00+03;70;Работает
499;2020-08-25 07:13:00+03;15;Холостой ход
499;2020-08-25 07:28:00+03;16;Работает
499;2020-09-01 09:37:00+03;1;Холостой ход
499;2020-09-01 09:38:00+03;160;Отключено
499;2020-08-25 08:12:00+03;5;Работает
499;2020-08-29 15:57:00+03;31;Отключено
499;2020-08-25 08:17:00+03;25;Холостой ход
499;2020-08-25 08:42:00+03;21;Отключено
499;2020-08-29 16:28:00+03;97;Работает
499;2020-08-25 09:03:00+03;2;Холостой ход
499;2020-08-25 09:05:00+03;13;Отключено
499;2020-08-25 09:18:00+03;51;Холостой ход
499;2020-08-29 18:05:00+03;9;Холостой ход
499;2020-08-29 18:14:00+03;7;Работает
499;2020-08-25 10:09:00+03;24;Отключено
499;2020-08-29 18:21:00+03;12;Холостой ход
499;2020-08-25 10:33:00+03;11;Холостой ход
499;2020-08-25 10:44:00+03;3;Работает
499;2020-08-25 10:47:00+03;14;Холостой ход
499;2020-08-29 18:33:00+03;66;Работает
499;2020-08-25 11:01:00+03;13;Работает
499;2020-08-25 11:43:00+03;2;Холостой ход
499;2020-08-25 11:14:00+03;29;Отключено
499;2020-08-29 20:04:00+03;78;Работает
499;2020-08-25 11:45:00+03;60;Работает
499;2020-08-25 12:45:00+03;19;Холостой ход
499;2020-08-29 21:22:00+03;59;Холостой ход
499;2020-08-29 22:21:00+03;69;Работает
499;2020-08-25 13:04:00+03;123;Работает
499;2020-08-25 15:07:00+03;10;Холостой ход
499;2020-08-29 23:30:00+03;30;Холостой ход
499;2020-08-25 15:17:00+03;41;Работает
499;2020-09-01 12:18:00+03;22;Холостой ход
499;2020-08-30 00:00:00+03;80;Работает
499;2020-08-25 15:58:00+03;27;Отключено
499;2020-08-25 16:25:00+03;3;Холостой ход
499;2020-08-30 01:20:00+03;25;Холостой ход
499;2020-08-25 16:28:00+03;30;Работает
499;2020-08-25 16:58:00+03;8;Нет данных
499;2020-08-30 01:45:00+03;46;Работает
499;2020-08-30 02:31:00+03;56;Холостой ход
499;2020-08-25 17:06:00+03;155;Работает
499;2020-08-30 03:27:00+03;34;Работает
499;2020-09-01 12:40:00+03;71;Отключено
499;2020-08-30 04:01:00+03;29;Холостой ход
499;2020-08-25 20:05:00+03;55;Работает
499;2020-08-25 21:00:00+03;8;Холостой ход
499;2020-08-30 04:30:00+03;128;Работает
499;2020-08-30 06:38:00+03;11;Холостой ход
499;2020-08-30 06:49:00+03;49;Работает
499;2020-08-25 21:08:00+03;143;Работает
499;2020-09-01 13:51:00+03;4;Холостой ход
499;2020-08-25 23:31:00+03;28;Холостой ход
499;2020-08-30 08:05:00+03;49;Работает
499;2020-09-01 13:55:00+03;25;Отключено
499;2020-08-30 08:54:00+03;8;Холостой ход
499;2020-09-01 14:20:00+03;26;Холостой ход
499;2020-08-26 01:15:00+03;8;Холостой ход
499;2020-08-30 09:02:00+03;71;Работает
499;2020-08-30 10:13:00+03;6;Холостой ход
499;2020-08-30 10:19:00+03;70;Работает
499;2020-08-30 11:29:00+03;15;Отключено
499;2020-08-26 01:23:00+03;157;Работает
499;2020-08-30 11:44:00+03;12;Холостой ход
499;2020-08-30 12:18:00+03;167;Работает
499;2020-08-30 11:56:00+03;17;Работает
499;2020-08-30 12:13:00+03;5;Холостой ход
499;2020-08-26 04:00:00+03;30;Холостой ход
499;2020-09-01 14:46:00+03;132;Отключено
499;2020-08-30 15:05:00+03;6;Холостой ход
499;2020-08-30 15:11:00+03;24;Работает
499;2020-08-30 15:35:00+03;17;Холостой ход
499;2020-08-26 04:30:00+03;186;Работает
499;2020-08-30 15:52:00+03;8;Работает
499;2020-08-30 16:00:00+03;72;Холостой ход
499;2020-08-30 17:12:00+03;145;Работает
499;2020-09-01 16:58:00+03;66;Холостой ход
499;2020-08-30 20:03:00+03;14;Работает
499;2020-08-30 20:17:00+03;9;Холостой ход
499;2020-08-26 08:06:00+03;190;Работает
499;2020-08-30 20:26:00+03;168;Работает
499;2020-08-26 11:16:00+03;64;Отключено
499;2020-08-26 12:22:00+03;27;Работает
499;2020-08-26 12:20:00+03;2;Холостой ход
499;2020-09-01 18:04:00+03;2;Работает
499;2020-09-01 18:06:00+03;9;Холостой ход
499;2020-08-26 12:49:00+03;19;Холостой ход
499;2020-08-30 23:14:00+03;32;Отключено
499;2020-08-26 13:08:00+03;42;Работает
499;2020-08-26 13:50:00+03;11;Холостой ход
499;2020-08-26 14:01:00+03;98;Работает
499;2020-08-26 15:39:00+03;6;Холостой ход
499;2020-08-26 15:45:00+03;15;Работает
499;2020-08-31 03:58:00+03;28;Отключено
499;2020-08-26 16:00:00+03;28;Холостой ход
499;2020-08-31 04:26:00+03;1;Холостой ход
499;2020-08-31 04:27:00+03;17;Работает
499;2020-08-31 04:44:00+03;30;Холостой ход
499;2020-08-31 05:14:00+03;145;Работает
499;2020-08-26 18:35:00+03;14;Холостой ход
499;2020-08-26 16:28:00+03;127;Работает
499;2020-08-26 18:49:00+03;29;Работает
499;2020-08-26 19:18:00+03;6;Холостой ход
499;2020-08-26 19:24:00+03;12;Работает
499;2020-08-31 08:02:00+03;127;Работает
499;2020-08-26 20:03:00+03;91;Работает
499;2020-08-26 21:34:00+03;7;Холостой ход
499;2020-08-26 21:41:00+03;93;Работает
499;2020-08-26 23:14:00+03;29;Отключено
499;2020-08-26 23:43:00+03;2;Холостой ход
499;2020-08-31 10:09:00+03;9;Холостой ход
499;2020-08-31 10:18:00+03;73;Работает
499;2020-08-27 03:57:00+03;28;Отключено
499;2020-08-27 04:25:00+03;7;Холостой ход
499;2020-08-31 11:31:00+03;29;Холостой ход
499;2020-08-31 12:00:00+03;241;Работает
499;2020-08-27 04:32:00+03;187;Работает
499;2020-08-27 08:04:00+03;14;Работает
499;2020-08-27 08:18:00+03;7;Холостой ход
499;2020-08-27 08:25:00+03;78;Отключено
499;2020-08-27 09:43:00+03;24;Холостой ход
499;2020-08-31 16:01:00+03;24;Холостой ход
499;2020-08-27 11:55:00+03;39;Нет данных
499;2020-08-27 10:07:00+03;106;Отключено
499;2020-08-27 11:53:00+03;2;Холостой ход
499;2020-08-27 12:34:00+03;29;Отключено
499;2020-08-27 13:03:00+03;1;Холостой ход
499;2020-08-27 13:36:00+03;11;Холостой ход
499;2020-08-27 13:04:00+03;32;Отключено
499;2020-08-31 16:25:00+03;147;Работает
499;2020-08-31 18:52:00+03;12;Отключено
499;2020-08-31 19:04:00+03;3;Холостой ход
499;2020-08-31 19:07:00+03;10;Работает
499;2020-08-27 13:47:00+03;189;Отключено
499;2020-08-27 16:56:00+03;4;Холостой ход
499;2020-08-27 17:00:00+03;84;Отключено
499;2020-07-08 23:31:00+03;29;Холостой ход
499;2020-07-09 00:00:00+03;3;Холостой ход
499;2020-07-09 23:46:00+03;14;Работает
499;2020-07-10 00:00:00+03;228;Работает
499;2020-07-10 23:54:00+03;6;Работает
